ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
1998,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,136
1998,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,120
1999,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,127
1999,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,123
1968,1,,,Geologia,Mestrado,1
2000,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,124
2000,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,122
2001,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,122
1968,1,,,Licenciatura em Desenho e Plástica,Doutorado,4
2001,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,133
2002,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,119
2002,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,128
1968,1,,,Matemática,Doutorado,1
2003,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,122
2003,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,123
2004,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,123
2004,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,127
2005,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,126
2005,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,140
2006,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,129
2006,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,143
2007,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,140
2007,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,148
2008,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,140
1968,2,,,Engenharia de Produção,Mestrado,1
2008,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,146
2009,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,140
2009,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,155
2010,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,134
1968,3,,,Engenharia Nuclear,Mestrado,6
2010,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,149
2011,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,169
2011,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,123
2012,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,140
2012,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,171
2013,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,141
2013,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,157
2014,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,138
2014,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,163
2015,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,134
2015,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,159
2016,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,138
2016,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,160
2017,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,121
2017,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,147
2018,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,131
2018,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,152
2019,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,131
2019,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,154
2020,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,106
2014,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas,Graduação,1
2015,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas,Graduação,1
1969,1,,,Engenharia Civil,Doutorado,2
2015,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas,Graduação,1
1969,1,,,Engenharia Civil,Mestrado,12
1969,1,,,Engenharia de Produção,Doutorado,2
1953,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1969,1,,,Engenharia de Produção,Mestrado,19
1969,1,,,Engenharia de Sistemas e Computação,Mestrado,1
1969,1,,,Engenharia Elétrica,Mestrado,7
1968,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1969,1,,,Engenharia Mecânica,Doutorado,1
1970,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1969,1,,,Engenharia Mecânica,Mestrado,4
1971,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,2
1969,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,1
1969,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,2
1971,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1969,1,,,Engenharia Nuclear,Mestrado,5
1969,1,,,Engenharia Oceânica,Mestrado,2
1969,1,,,Engenharia Química,Doutorado,4
1972,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,13
1969,1,,,Engenharia Química,Mestrado,2
1972,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1973,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
1974,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,17
1974,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1975,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,11
1976,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
1976,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,2
1977,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,9
1977,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,8
1978,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
1978,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1979,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,2
1979,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1969,1,,,Licenciatura em Desenho e Plástica,Doutorado,2
1980,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,6
1980,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
1981,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1982,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,6
1982,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,7
1969,1,,,Matemática,Doutorado,1
1983,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,6
1983,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1984,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,8
1984,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1985,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1985,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1986,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,7
1986,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1987,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,6
1987,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1988,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,5
1989,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,2
1990,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
1990,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1991,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
1991,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,2
1969,2,,,Engenharia de Produção,Mestrado,5
1969,2,,,Engenharia de Sistemas e Computação,Mestrado,3
1969,2,,,Engenharia Elétrica,Doutorado,1
1969,2,,,Engenharia Elétrica,Mestrado,2
1992,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
1992,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,6
1969,2,,,Engenharia Metalúrgica e de Materiais,Mestrado,3
1993,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,26
1993,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
1994,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
1969,2,,,Letras (Letras Clássicas),Doutorado,4
1994,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,10
1995,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,8
1995,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,1
1996,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
1969,3,,,Engenharia de Produção,Doutorado,1
1969,3,,,Engenharia de Produção,Mestrado,1
1969,3,,,Engenharia Nuclear,Mestrado,2
1969,3,,,Engenharia Química,Doutorado,1
1969,4,,,Engenharia Nuclear,Mestrado,1
1996,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,10
1997,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
1997,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,12
1998,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
1998,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,10
1999,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,19
1999,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
2000,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
2000,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,12
2001,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,16
2001,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,14
2002,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,10
2002,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
2003,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,18
1970,1,,,Bioquímica,Doutorado,2
1970,1,,,Ciências (Microbiologia),Mestrado,2
2003,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,3
2004,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,19
2004,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,12
2005,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,18
2005,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,12
2006,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
2006,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,11
2007,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
2007,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,14
2008,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,15
2008,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,10
2009,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,18
2009,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,9
1970,1,,,Engenharia Biomédica,Mestrado,1
1970,1,,,Engenharia Civil,Doutorado,7
2010,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,19
1970,1,,,Engenharia Civil,Mestrado,21
2010,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Artes Cênicas - Cenografia,Graduação,11
